eb9dd4095d9850e6287cefd813775a6c,1477964797,1477966507,104.094640,30.703971,104.089270,30.650850
387a742fa5a3fbe4a1f215ac58ea33a8,1477985585,1477987675,104.076509,30.767430,104.063700,30.589510
9cf55f8e6e02a1e0f792df06e5d85011,1478004952,1478006217,104.019699,30.689007,104.105324,30.663950
5feeae0307e15203484b9ffceef89855,1477989840,1477991065,104.036090,30.622690,104.043860,30.682320
ad4b52cb15b90c44c8f20a8b1e57a622,1477958005,1477958577,104.115997,30.652313,104.104421,30.695113
ad551eb23b72e2a77ae5e81e22f2dbd0,1477997663,1477998786,104.059330,30.676760,104.000170,30.676930
ad4b52cb15b90c44c8f20a8b1e57a622,1477958005,1477958577,104.115997,30.652313,104.104421,30.695113
db46d8931c1ac3f61d8278df67c2a365,1477958918,1477960167,104.108977,30.687676,104.042790,30.717170
908e7f068da5768c492ab69dbf81efda,1477960528,1477961815,104.037636,30.708862,104.051500,30.766300
2d48affae032a4ca29d220660732686d,1477962166,1477963634,104.054981,30.770180,104.073181,30.702131
